accuracy,loss,val_accuracy,val_loss
0.7508521676063538,0.7183228731155396,0.512077271938324,1.5952115058898926
0.8836380243301392,0.36788511276245117,0.6521739363670349,1.0148252248764038
0.9071893692016602,0.30081331729888916,0.6328502297401428,1.0059807300567627
0.9124574065208435,0.286324143409729,0.7053139805793762,0.8361838459968567
0.9208242893218994,0.2582584023475647,0.748792290687561,0.8828604221343994
0.925317645072937,0.24007084965705872,0.739130437374115,0.7141156792640686
0.9288812875747681,0.22799119353294373,0.7632850408554077,0.6993445754051208
0.9316703081130981,0.22340692579746246,0.7439613342285156,0.8051689267158508
0.9341493844985962,0.2046162635087967,0.6666666865348816,1.010809063911438
0.9288812875747681,0.22085057199001312,0.7149758338928223,1.0229997634887695
0.9329098463058472,0.1986638754606247,0.739130437374115,0.8724318742752075
0.9392624497413635,0.19148318469524384,0.7004830837249756,0.8821069002151489
0.9378679990768433,0.1972215175628662,0.7584540843963623,0.7692459225654602
0.937558114528656,0.2049822062253952,0.7971014380455017,0.8189877271652222
0.9372482299804688,0.19070085883140564,0.7874395847320557,0.7734047770500183
0.939882218837738,0.18571262061595917,0.782608687877655,0.7174318432807922
0.9428261518478394,0.17021878063678741,0.6763284802436829,0.9190296530723572
0.9414316415786743,0.17724327743053436,0.6714975833892822,0.8493661880493164
0.9451503157615662,0.16327740252017975,0.7681159377098083,0.7283188104629517
0.9499534964561462,0.14950883388519287,0.748792290687561,0.7403644919395447
0.949643611907959,0.15868112444877625,0.7101449370384216,0.8042992949485779
0.94840407371521,0.15211546421051025,0.7004830837249756,0.854255199432373
0.9451503157615662,0.1709522306919098,0.7342995405197144,0.9019644260406494
0.9504183530807495,0.1493086963891983,0.7922705411911011,0.95344078540802
0.9491788148880005,0.1463162750005722,0.7681159377098083,0.762357234954834
