accuracy,loss,val_accuracy,val_loss
0.7584443688392639,0.7161768078804016,0.6473429799079895,1.0302565097808838
0.886117160320282,0.369035542011261,0.6473429799079895,1.0086826086044312
0.8969631195068359,0.32759377360343933,0.6859903335571289,0.975572943687439
0.9163309335708618,0.27010685205459595,0.7004830837249756,0.8776497840881348
0.9149364829063416,0.2701296806335449,0.7246376872062683,0.8637732267379761
0.9215990304946899,0.24983425438404083,0.7149758338928223,0.9330118298530579
0.9233033657073975,0.2488206923007965,0.7149758338928223,0.8378646969795227
0.9277967214584351,0.23135440051555634,0.7198067903518677,0.8897066116333008
0.9260923266410828,0.2271876484155655,0.7874395847320557,0.6061562299728394
0.9290362596511841,0.21490252017974854,0.7246376872062683,0.7028927206993103
0.9304307699203491,0.2161131352186203,0.7246376872062683,0.8136410713195801
0.9318252205848694,0.20522378385066986,0.7439613342285156,0.7623562216758728
0.9338394999504089,0.20258933305740356,0.7004830837249756,1.0182205438613892
0.9349240660667419,0.20493219792842865,0.5990338325500488,1.0810140371322632
0.9307406544685364,0.20703694224357605,0.729468584060669,0.8014814853668213
0.9377130270004272,0.19082626700401306,0.695652186870575,1.0550111532211304
0.9352339506149292,0.19769778847694397,0.7777777910232544,0.6341943144798279
0.9440656900405884,0.17290304601192474,0.7342995405197144,0.8009229302406311
0.9401921033859253,0.1812182515859604,0.7632850408554077,0.6841180920600891
0.9395723342895508,0.1855359971523285,0.7681159377098083,0.6508623957633972
0.9474744200706482,0.16387133300304413,0.7198067903518677,0.8392810225486755
0.947319507598877,0.16566042602062225,0.8019323945045471,0.5983468890190125
0.9480941891670227,0.15404020249843597,0.7536231875419617,0.6968681812286377
0.948559045791626,0.1674627959728241,0.7777777910232544,0.6627000570297241
0.9524325728416443,0.15094928443431854,0.695652186870575,0.9943231344223022
