accuracy,loss,val_accuracy,val_loss
0.7434149384498596,1.4537683725357056,0.6135265827178955,1.5398030281066895
0.8844127655029297,0.4047342538833618,0.6473429799079895,1.1301189661026
0.8909203410148621,0.3857998251914978,0.1497584581375122,10.706573486328125
0.8991323113441467,0.38966482877731323,0.5314009785652161,1.6661787033081055
0.9071893692016602,0.3730047047138214,0.6425120830535889,7.00858736038208
0.911837637424469,0.2730322480201721,0.6570048332214355,0.9856462478637695
0.9209792613983154,0.26236021518707275,0.4299516975879669,3.226757764816284
0.9078091382980347,0.330538272857666,0.5314009785652161,1.5836632251739502
0.9245429039001465,0.24851174652576447,0.6473429799079895,1.1195749044418335
0.9192748665809631,0.3412249982357025,0.0917874425649643,317.5773620605469
0.9050201177597046,0.35971593856811523,0.5990338325500488,1.2258306741714478
0.9229934811592102,0.2768522799015045,0.3526569902896881,2.286465883255005
0.9296560287475586,0.21214167773723602,0.7198067903518677,0.8450484871864319
0.9291911721229553,0.21391429007053375,0.7246376872062683,0.7755126357078552
0.9353889226913452,0.21673360466957092,0.6714975833892822,0.8502210378646851
0.9271769523620605,0.3202715218067169,0.13526569306850433,792.386474609375
0.9092035889625549,0.35233262181282043,0.6859903335571289,0.8664633631706238
0.9284164905548096,0.23205789923667908,0.6908212304115295,0.7991503477096558
0.9270219802856445,0.2797844111919403,0.0917874425649643,142.4165496826172
0.9274868369102478,0.28066396713256836,0.5555555820465088,1.150297999382019
0.9281066060066223,0.20763400197029114,0.7777777910232544,0.6435941457748413
0.9330647587776184,0.20253410935401917,0.6714975833892822,0.941970944404602
0.9409668445587158,0.17449665069580078,0.7439613342285156,0.6622198820114136
0.9428261518478394,0.15819323062896729,0.7681159377098083,0.6066880226135254
0.9389525651931763,0.1883462816476822,0.7681159377098083,0.6756986975669861
