accuracy,loss,val_accuracy,val_loss
0.7527114748954773,1.3226944208145142,0.6086956262588501,1.5574160814285278
0.8667492866516113,0.7212502956390381,0.6666666865348816,1.109063982963562
0.8827083706855774,0.38974204659461975,0.7053139805793762,0.8779520392417908
0.8974279761314392,0.3535931706428528,0.4589371979236603,1.360789179801941
0.8947939276695251,0.3648848831653595,0.7198067903518677,0.9307466149330139
0.9090486764907837,0.2917328178882599,0.7004830837249756,0.8435699343681335
0.8907654285430908,0.38144710659980774,0.5652173757553101,1.5341211557388306
0.8932445049285889,0.40962710976600647,0.30917873978614807,28.004491806030273
0.9070343971252441,0.30055490136146545,0.7246376872062683,0.8320605158805847
0.9175704717636108,0.24144747853279114,0.7536231875419617,0.744350254535675
0.9219089150428772,0.24427862465381622,0.10628019273281097,5.333727836608887
0.8933994174003601,0.4548659920692444,0.6038647294044495,1.1498700380325317
0.9161760210990906,0.25707873702049255,0.7584540843963623,0.7600996494293213
0.9254725575447083,0.2508995831012726,0.21739129722118378,9.29334831237793
0.9198946356773376,0.26637017726898193,0.6714975833892822,0.9833546280860901
0.9290362596511841,0.21135510504245758,0.748792290687561,0.6983129978179932
0.9324449896812439,0.19739295542240143,0.7004830837249756,0.9495351910591125
0.9377130270004272,0.1802312731742859,0.7439613342285156,0.7900764346122742
0.9346141815185547,0.19697162508964539,0.6376811861991882,1.0352853536605835
0.9220638275146484,0.316963255405426,0.483091801404953,4.221455097198486
0.9296560287475586,0.2004799097776413,0.7149758338928223,0.8103719353675842
0.9383327960968018,0.17505168914794922,0.7536231875419617,0.7906426191329956
0.9383327960968018,0.17040321230888367,0.7584540843963623,0.7878062725067139
0.937558114528656,0.17250192165374756,0.5845410823822021,1.2470864057540894
0.9459249973297119,0.15295183658599854,0.739130437374115,0.7258484959602356
